FIPS formula,County Name,State Abbr,Jan,July
10001,Kent,DE,33.92,76.97
10003,New Castle,DE,32.38,76.05
10005,Sussex,DE,35.23,77.27
1001,Autauga,AL,43.9,80.03
1003,Baldwin,AL,49.5,81.27
1005,Barbour,AL,47.23,81.03
1007,Bibb,AL,42.8,79.72
1009,Blount,AL,41.9,79.3
1011,Bullock,AL,46.5,80.95
1013,Butler,AL,46.5,80.95
1015,Calhoun,AL,42.8,79.2
1017,Chambers,AL,43.65,79.25
1019,Cherokee,AL,41.62,78.82
1021,Chilton,AL,42.8,79.47
1023,Choctaw,AL,46.57,80.9
1025,Clarke,AL,47.73,81.13
1027,Clay,AL,42.8,79.2
1029,Cleburne,AL,42.42,79.03
1031,Coffee,AL,47.5,80.9
1033,Colbert,AL,39.8,78.7
1035,Conecuh,AL,47.5,80.9
1037,Coosa,AL,42.8,79.47
1039,Covington,AL,49.15,81.15
1041,Crenshaw,AL,46.5,80.95
1043,Cullman,AL,41.1,79.1
1045,Dale,AL,47.5,80.9
1047,Dallas,AL,45.27,80.63
1049,DeKalb,AL,41.03,78.73
1051,Elmore,AL,43.9,80.03
1053,Escambia,AL,48.85,81.2
1055,Etowah,AL,41.45,78.95
1057,Fayette,AL,42.8,80
1059,Franklin,AL,39.8,78.7
1061,Geneva,AL,47.5,80.9
1063,Greene,AL,44.15,80.5
1065,Hale,AL,44.15,80.5
1067,Henry,AL,48.1,81.05
1069,Houston,AL,48.1,81.05
1071,Jackson,AL,39.17,77.7
1073,Jefferson,AL,41.9,79.3
1075,Lamar,AL,42.95,80.25
1077,Lauderdale,AL,38.6,78.35
1079,Lawrence,AL,39.8,78.7
1081,Lee,AL,45.08,80.1
1083,Limestone,AL,38.6,78.35
1085,Lowndes,AL,45.27,80.63
1087,Macon,AL,45.47,80.33
1089,Madison,AL,38.48,77.62
1091,Marengo,AL,46.5,80.95
1093,Marion,AL,41.3,79.35
1095,Marshall,AL,40.9,78.87
1097,Mobile,AL,48.53,81.1
1099,Monroe,AL,48.85,81.2
11001,District of Columbia,DC,33.5,76.3
1101,Montgomery,AL,43.9,80.03
1103,Morgan,AL,40.25,78.65
1105,Perry,AL,44.15,80.5
1107,Pickens,AL,43.8,80.5
1109,Pike,AL,46.5,80.95
1111,Randolph,AL,43.65,79.25
1113,Russell,AL,45.8,80.32
1115,St. Clair,AL,41.45,78.95
1117,Shelby,AL,42.27,79.25
1119,Sumter,AL,45.1,80.77
1121,Talladega,AL,42.8,79.2
1123,Tallapoosa,AL,44.45,80.05
1125,Tuscaloosa,AL,41.75,79.3
1127,Walker,AL,41.75,79.3
1129,Washington,AL,48.13,81.07
1131,Wilcox,AL,46.5,80.95
1133,Winston,AL,41.1,79.1
12001,Alachua,FL,55.75,81.7
12003,Baker,FL,51.85,81.75
12005,Bay,FL,50.8,81.4
12007,Bradford,FL,53.5,81.5
12009,Brevard,FL,59.4,81.95
12011,Broward,FL,65.15,82.6
12013,Calhoun,FL,50.8,81.4
12015,Charlotte,FL,62.6,82.35
12017,Citrus,FL,55.75,81.7
12019,Clay,FL,53.5,81.5
12021,Collier,FL,64.4,82.7
12023,Columbia,FL,53.5,81.5
12027,DeSoto,FL,62.6,82.35
12029,Dixie,FL,53.5,81.5
12031,Duval,FL,53.5,81.5
12033,Escambia,FL,49.5,81.27
12035,Flagler,FL,55.75,81.7
12037,Franklin,FL,50.8,81.4
12039,Gadsden,FL,49.75,81.3
12041,Gilchrist,FL,53.5,81.5
12043,Glades,FL,62.6,82.35
12045,Gulf,FL,50.8,81.4
12047,Hamilton,FL,51.3,81.4
12049,Hardee,FL,60.8,82
12051,Hendry,FL,64.4,82.7
12053,Hernando,FL,58,81.9
12055,Highlands,FL,62.6,82.35
12057,Hillsborough,FL,59.4,81.95
12059,Holmes,FL,49.15,81.15
12061,Indian River,FL,60.8,82
12063,Jackson,FL,49,81.17
12065,Jefferson,FL,50.52,81.35
12067,Lafayette,FL,53.5,81.5
12069,Lake,FL,59.4,81.95
12071,Lee,FL,64.4,82.7
12073,Leon,FL,49.75,81.3
12075,Levy,FL,55.75,81.7
12077,Liberty,FL,50.8,81.4
12079,Madison,FL,51.13,81.4
12081,Manatee,FL,60.8,82
12083,Marion,FL,55.75,81.7
12085,Martin,FL,63.7,82.4
12086,Miami-Dade,FL,66.2,82.97
12087,Monroe,FL,66.2,82.97
12089,Nassau,FL,51.85,81.75
12091,Okaloosa,FL,49.15,81.15
12093,Okeechobee,FL,62.6,82.35
12095,Orange,FL,59.4,81.95
12097,Osceola,FL,60.8,82
12099,Palm Beach,FL,65.15,82.6
12101,Pasco,FL,59.4,81.95
12103,Pinellas,FL,59.4,81.95
12105,Polk,FL,59.4,81.95
12107,Putnam,FL,55.75,81.7
12109,St. Johns,FL,53.5,81.5
12111,St. Lucie,FL,63.7,82.4
12113,Santa Rosa,FL,49.15,81.15
12115,Sarasota,FL,62.6,82.35
12117,Seminole,FL,58,81.9
12119,Sumter,FL,59.4,81.95
12121,Suwannee,FL,53.5,81.5
12123,Taylor,FL,52.15,81.45
12125,Union,FL,53.5,81.5
12127,Volusia,FL,55.75,81.7
12129,Wakulla,FL,50.8,81.4
12131,Walton,FL,49.15,81.15
12133,Washington,FL,50.8,81.4
13001,Appling,GA,49.65,81.65
13003,Atkinson,GA,49.65,81.65
13005,Bacon,GA,49.65,81.65
13007,Baker,GA,48.7,81.2
13009,Baldwin,GA,45.4,80.9
13011,Banks,GA,40.9,77.65
13013,Barrow,GA,40.2,76.9
13015,Bartow,GA,40.2,77.6
13017,Ben Hill,GA,49.1,81.3
13019,Berrien,GA,49.1,81.3
13021,Bibb,GA,45.4,80.9
13023,Bleckley,GA,45.4,80.9
13025,Brantley,GA,50.2,82
13027,Brooks,GA,51.3,81.4
13029,Bryan,GA,48.35,81.6
13031,Bulloch,GA,48.35,81.6
13033,Burke,GA,45.8,81.17
13035,Butts,GA,44.65,80.15
13037,Calhoun,GA,48.7,81.2
13039,Camden,GA,51.85,81.75
13043,Candler,GA,48.35,81.6
13045,Carroll,GA,41.92,78.42
13047,Catoosa,GA,38.4,77
13049,Charlton,GA,51.85,81.75
13051,Chatham,GA,48,81.57
13053,Chattahoochee,GA,46.7,80.5
13055,Chattooga,GA,40.2,78.3
13057,Cherokee,GA,40.2,77.6
13059,Clarke,GA,40.9,77.65
13061,Clay,GA,48.1,81.05
13063,Clayton,GA,42.05,78.15
13065,Clinch,GA,50.93,81.6
13067,Cobb,GA,40.2,77.6
13069,Coffee,GA,49.65,81.65
13071,Colquitt,GA,48.9,81.25
13073,Columbia,GA,43.9,80.13
13075,Cook,GA,49.1,81.3
13077,Coweta,GA,42.05,78.15
13079,Crawford,GA,44.65,80.15
13081,Crisp,GA,48.9,81.25
13083,Dade,GA,38.38,76.95
13085,Dawson,GA,40.2,76.9
13087,Decatur,GA,49.75,81.3
13089,DeKalb,GA,43.17,79.07
13091,Dodge,GA,47.25,81.1
13093,Dooly,GA,46.77,80.7
13095,Dougherty,GA,48.9,81.25
13097,Douglas,GA,41.43,78.2
13099,Early,GA,48.1,81.05
13101,Echols,GA,51.3,81.4
13103,Effingham,GA,48,81.57
13105,Elbert,GA,42.23,79.5
13107,Emanuel,GA,47.37,81.37
13109,Evans,GA,48.35,81.6
13111,Fannin,GA,37.43,74.77
13113,Fayette,GA,42.05,78.15
13115,Floyd,GA,40.2,78.3
13117,Forsyth,GA,40.2,76.9
13119,Franklin,GA,41.55,78.85
13121,Fulton,GA,42.05,78.15
13123,Gilmer,GA,40.2,77.6
13125,Glascock,GA,45.95,81.05
13127,Glynn,GA,50.2,82
13129,Gordon,GA,40.2,77.6
13131,Grady,GA,48.7,81.2
13133,Greene,GA,42.4,78.73
13135,Gwinnett,GA,42.8,78.9
13137,Habersham,GA,40.57,77.23
13139,Hall,GA,40.9,77.65
13141,Hancock,GA,45.95,81.05
13143,Haralson,GA,42.05,78.85
13145,Harris,GA,43.65,79.25
13147,Hart,GA,41.55,78.85
13149,Heard,GA,43.65,79.25
13151,Henry,GA,43.17,79.07
13153,Houston,GA,46.13,80.53
13155,Irwin,GA,49.1,81.3
13157,Jackson,GA,40.9,77.65
13159,Jasper,GA,45.4,80.9
13161,Jeff Davis,GA,48.23,81.4
13163,Jefferson,GA,45.95,81.05
13165,Jenkins,GA,46.5,81.2
13167,Johnson,GA,45.95,81.05
13169,Jones,GA,45.4,80.9
13171,Lamar,GA,44.65,80.15
13173,Lanier,GA,49.1,81.3
13175,Laurens,GA,45.4,80.9
13177,Lee,GA,48.9,81.25
13179,Liberty,GA,50.2,82
13181,Lincoln,GA,43.9,80.13
13183,Long,GA,50.2,82
13185,Lowndes,GA,51.3,81.4
13187,Lumpkin,GA,40.2,76.9
13189,McDuffie,GA,44.05,79.8
13191,McIntosh,GA,50.2,82
13193,Macon,GA,46.77,80.7
13195,Madison,GA,40.9,77.65
13197,Marion,GA,46.3,80.3
13199,Meriwether,GA,43.9,79.4
13201,Miller,GA,48.7,81.2
13205,Mitchell,GA,48.9,81.25
13207,Monroe,GA,44.65,80.15
13209,Montgomery,GA,48.23,81.4
13211,Morgan,GA,42.8,78.9
13213,Murray,GA,39,76.97
13215,Muscogee,GA,44.93,79.8
13217,Newton,GA,43.17,79.07
13219,Oconee,GA,42.4,78.73
13221,Oglethorpe,GA,42.4,78.73
13223,Paulding,GA,41.43,78.2
13225,Peach,GA,44.65,80.15
13227,Pickens,GA,40.2,76.9
13229,Pierce,GA,50.2,82
13231,Pike,GA,43.9,79.4
13233,Polk,GA,42.05,78.85
13235,Pulaski,GA,47.25,81.1
13237,Putnam,GA,45.4,80.9
13239,Quitman,GA,48.1,81.05
13241,Rabun,GA,40.57,77.23
13243,Randolph,GA,48.7,81.2
13245,Richmond,GA,45.05,81
13247,Rockdale,GA,43.17,79.07
13249,Schley,GA,46.3,80.3
13251,Screven,GA,46.9,81.35
13253,Seminole,GA,49,81.17
13255,Spalding,GA,44.65,80.15
13257,Stephens,GA,41,78.03
13259,Stewart,GA,48.1,81.05
13261,Sumter,GA,47.23,80.63
13263,Talbot,GA,43.9,79.4
13265,Taliaferro,GA,44.5,80.17
13267,Tattnall,GA,50.2,82
13269,Taylor,GA,44.65,80.15
13271,Telfair,GA,47.25,81.1
13273,Terrell,GA,48.7,81.2
13275,Thomas,GA,48.9,81.25
13277,Tift,GA,49.1,81.3
13279,Toombs,GA,47.8,81.35
13281,Towns,GA,39.1,75.67
13283,Treutlen,GA,47.37,81.37
13285,Troup,GA,43.9,79.4
13287,Turner,GA,49.1,81.3
13289,Twiggs,GA,45.4,80.9
13291,Union,GA,37.85,74.3
13293,Upson,GA,44.65,80.15
13295,Walker,GA,39.17,77.53
13297,Walton,GA,42.8,78.9
13299,Ware,GA,50.93,81.6
13301,Warren,GA,44.5,80.17
13303,Washington,GA,45.95,81.05
13305,Wayne,GA,50.2,82
13307,Webster,GA,46.3,80.3
13309,Wheeler,GA,47.25,81.1
13311,White,GA,40.9,77.65
13313,Whitfield,GA,38.4,77
13315,Wilcox,GA,47.25,81.1
13317,Wilkes,GA,44.5,80.17
13319,Wilkinson,GA,45.4,80.9
13321,Worth,GA,48.9,81.25
16001,Ada,ID,26.55,67.85
16003,Adams,ID,26.97,66.63
16005,Bannock,ID,21.05,66.85
16007,Bear Lake,ID,21.85,64.65
16009,Benewah,ID,27.88,64.7
16011,Bingham,ID,21.05,66.85
16013,Blaine,ID,23.17,66.97
16015,Boise,ID,26.55,67.85
16017,Bonner,ID,25.15,62.65
16019,Bonneville,ID,21.05,66.85
16021,Boundary,ID,26.1,64.15
16023,Butte,ID,21.17,64.03
16025,Camas,ID,24.6,66.45
16027,Canyon,ID,29.15,72.3
16029,Caribou,ID,21.8,65.7
16031,Cassia,ID,23.95,68.5
16033,Clark,ID,20.68,64.22
16035,Clearwater,ID,26.98,64.38
16037,Custer,ID,22.28,65.78
16039,Elmore,ID,26.23,68.9
16041,Franklin,ID,21.8,65.7
16043,Fremont,ID,19.9,63.2
16045,Gem,ID,26.55,67.85
16047,Gooding,ID,24.6,66.45
16049,Idaho,ID,27.14,64.34
16051,Jefferson,ID,21.05,66.85
16053,Jerome,ID,25.6,71
16055,Kootenai,ID,26.88,64.6
16057,Latah,ID,28.56,65.48
16059,Lemhi,ID,21.6,62.96
16061,Lewis,ID,30.4,66.95
16063,Lincoln,ID,25.6,71
16065,Madison,ID,21.05,66.85
16067,Minidoka,ID,22.95,69.5
16069,Nez Perce,ID,30.07,66.57
16071,Oneida,ID,21.8,65.7
16073,Owyhee,ID,28.26,71
16075,Payette,ID,29.15,72.3
16077,Power,ID,21.05,66.85
16079,Shoshone,ID,23.55,61.8
16081,Teton,ID,21.8,65.7
16083,Twin Falls,ID,26.85,70.15
16085,Valley,ID,26.55,67.85
16087,Washington,ID,27.43,67.67
17001,Adams,IL,26.6,76.15
17003,Alexander,IL,33.58,78.22
17005,Bond,IL,30,77.1
17007,Boone,IL,22,73.4
17009,Brown,IL,26.55,75.95
17011,Bureau,IL,23.15,74.1
17013,Calhoun,IL,28.15,76.6
17015,Carroll,IL,20.85,73.45
17017,Cass,IL,26,75.57
17019,Champaign,IL,24.85,74.5
17021,Christian,IL,26.5,75.6
17023,Clark,IL,27.6,75.2
17025,Clay,IL,28.5,76.2
17027,Clinton,IL,29.5,76.8
17029,Coles,IL,28.5,76.2
17031,Cook,IL,22.6,73.4
17033,Crawford,IL,29.6,76.4
17035,Cumberland,IL,28.5,76.2
17037,DeKalb,IL,22,73.4
17039,De Witt,IL,24.9,74.8
17041,Douglas,IL,26.65,75.2
17043,DuPage,IL,22.6,73.4
17045,Edgar,IL,26.65,75.2
17047,Edwards,IL,30.25,76.85
17049,Effingham,IL,28.5,76.2
17051,Fayette,IL,28.3,76.3
17053,Ford,IL,24.85,74.5
17055,Franklin,IL,31.95,77.65
17057,Fulton,IL,24.95,75.15
17059,Gallatin,IL,32.43,77.47
17061,Greene,IL,28.1,76.4
17063,Grundy,IL,22.6,73.4
17065,Hamilton,IL,32,77.5
17067,Hancock,IL,25.43,75.8
17069,Hardin,IL,33.3,77.9
17071,Henderson,IL,24.05,75.3
17073,Henry,IL,21.4,73.4
17075,Iroquois,IL,24.8,74.2
17077,Jackson,IL,32.1,77.43
17079,Jasper,IL,28.5,76.2
17081,Jefferson,IL,30.8,77.17
17083,Jersey,IL,28.15,76.6
17085,Jo Daviess,IL,19.12,72.5
17087,Johnson,IL,31.95,77.65
17089,Kane,IL,22.6,73.4
17091,Kankakee,IL,23.7,73.8
17093,Kendall,IL,22.6,73.4
17095,Knox,IL,23.2,74.45
17097,Lake,IL,22.6,73.4
17099,LaSalle,IL,22.97,73.87
17101,Lawrence,IL,29.6,76.4
17103,Lee,IL,21.4,73.4
17105,Livingston,IL,24.1,74.13
17107,Logan,IL,24.9,74.8
17109,McDonough,IL,25,75.5
17111,McHenry,IL,22.6,73.4
17113,McLean,IL,24.85,74.5
17115,Macon,IL,27.17,75.8
17117,Macoupin,IL,28.1,76.4
17119,Madison,IL,29.4,77
17121,Marion,IL,30.8,77.17
17123,Marshall,IL,22.97,73.87
17125,Mason,IL,24.95,75.15
17127,Massac,IL,32.83,77.87
17129,Menard,IL,26.5,75.6
17131,Mercer,IL,22.45,74.38
17133,Monroe,IL,30.83,77.2
17135,Montgomery,IL,28.3,76.3
17137,Morgan,IL,26.55,75.95
17139,Moultrie,IL,26.07,75.07
17141,Ogle,IL,21.4,73.4
17143,Peoria,IL,24.95,75.15
17145,Perry,IL,31.95,77.65
17147,Piatt,IL,26.07,75.07
17149,Pike,IL,27.1,76.23
17151,Pope,IL,32.83,77.87
17153,Pulaski,IL,33.25,78.05
17155,Putnam,IL,23.15,74.1
17157,Randolph,IL,32.15,77.4
17159,Richland,IL,30.25,76.85
17161,Rock Island,IL,20.85,73.45
17163,St. Clair,IL,29.4,77
17165,Saline,IL,32,77.5
17167,Sangamon,IL,26.5,75.6
17169,Schuyler,IL,25,75.5
17171,Scott,IL,28.1,76.4
17173,Shelby,IL,27.17,75.8
17175,Stark,IL,23.77,74.57
17177,Stephenson,IL,21.4,73.4
17179,Tazewell,IL,24.95,75.15
17181,Union,IL,32.1,77.43
17183,Vermilion,IL,26.65,75.2
17185,Wabash,IL,30.4,76.77
17187,Warren,IL,23.2,74.45
17189,Washington,IL,31.9,77.8
17191,Wayne,IL,30.25,76.85
17193,White,IL,31.35,77.05
17195,Whiteside,IL,20.85,73.45
17197,Will,IL,22.6,73.4
17199,Williamson,IL,31.95,77.65
17201,Winnebago,IL,22,73.4
17203,Woodford,IL,23.75,74.1
18001,Adams,IN,25.43,73.1
18003,Allen,IN,24.95,73.05
18005,Bartholomew,IN,29.17,74.73
18007,Benton,IN,24.55,73.7
18009,Blackford,IN,25.9,73.3
18011,Boone,IN,26.8,74.05
18013,Brown,IN,30.5,75.3
18015,Carroll,IN,25.6,73.53
18017,Cass,IN,24.4,73
18019,Clark,IN,31.75,75.6
18021,Clay,IN,28.7,75.4
18023,Clinton,IN,26.03,73.63
18025,Crawford,IN,31.8,76.17
18027,Daviess,IN,30.7,76.6
18029,Dearborn,IN,30.5,74.93
18031,Decatur,IN,28.5,74.45
18033,DeKalb,IN,24.95,73.05
18035,Delaware,IN,26.6,73.55
18037,Dubois,IN,30.6,75.95
18039,Elkhart,IN,24.02,72.05
18041,Fayette,IN,27.77,74.03
18043,Floyd,IN,31.6,75.63
18045,Fountain,IN,26.7,74.2
18047,Franklin,IN,28.73,74.4
18049,Fulton,IN,24.4,73
18051,Gibson,IN,31.35,77.05
18053,Grant,IN,25.3,73.17
18055,Greene,IN,28.7,75.4
18057,Hamilton,IN,26.9,73.9
18059,Hancock,IN,26.6,73.55
18061,Harrison,IN,32.35,75.95
18063,Hendricks,IN,26.8,74.05
18065,Henry,IN,26.6,73.55
18067,Howard,IN,25.7,73.35
18069,Huntington,IN,24.5,72.8
18071,Jackson,IN,29.17,74.73
18073,Jasper,IN,24.3,73.2
18075,Jay,IN,25.73,73.07
18077,Jefferson,IN,31.15,75.25
18079,Jennings,IN,29.17,74.73
18081,Johnson,IN,28.7,74.6
18083,Knox,IN,30.4,76.77
18085,Kosciusko,IN,24.5,72.8
18087,LaGrange,IN,24,72.23
18089,Lake,IN,23.9,73.6
18091,LaPorte,IN,24.3,72.5
18093,Lawrence,IN,30.6,75.95
18095,Madison,IN,26.6,73.55
18097,Marion,IN,26.9,73.9
18099,Marshall,IN,24.4,73
18101,Martin,IN,30.7,76.6
18103,Miami,IN,24.5,72.8
18105,Monroe,IN,29.3,75.37
18107,Montgomery,IN,26.7,74.2
18109,Morgan,IN,28.03,74.47
18111,Newton,IN,24.55,73.7
18113,Noble,IN,24.5,72.8
18115,Ohio,IN,31.15,75.25
18117,Orange,IN,30.6,75.95
18119,Owen,IN,29.3,75.37
18121,Parke,IN,26.7,74.2
18123,Perry,IN,32.5,76.7
18125,Pike,IN,30.7,76.6
18127,Porter,IN,24.3,73.2
18129,Posey,IN,32.43,77.47
18131,Pulaski,IN,24.3,73.2
18133,Putnam,IN,26.8,74.05
18135,Randolph,IN,26.35,73.2
18137,Ripley,IN,28.5,74.45
18139,Rush,IN,26.6,73.55
18141,St. Joseph,IN,24.3,72.5
18143,Scott,IN,30.3,75.15
18145,Shelby,IN,26.9,73.9
18147,Spencer,IN,31.93,76.73
18149,Starke,IN,24.4,73
18151,Steuben,IN,24.3,72.4
18153,Sullivan,IN,29.6,76.4
18155,Switzerland,IN,31.15,75.25
18157,Tippecanoe,IN,25.17,73.4
18159,Tipton,IN,26.9,73.9
18161,Union,IN,28.53,74.17
18163,Vanderburgh,IN,32.65,77.45
18165,Vermillion,IN,26.67,74.87
18167,Vigo,IN,28.63,75.67
18169,Wabash,IN,24.5,72.8
18171,Warren,IN,25.27,73.87
18173,Warrick,IN,32.65,77.45
18175,Washington,IN,30.3,75.15
18177,Wayne,IN,27.3,73.57
18179,Wells,IN,25.7,73.35
18181,White,IN,24.3,73.2
18183,Whitley,IN,24.5,72.8
19001,Adair,IA,21.4,74.3
19003,Adams,IA,22.8,74.9
19005,Allamakee,IA,16.57,71.37
19007,Appanoose,IA,25.93,76.17
19009,Audubon,IA,20,73.7
19011,Benton,IA,19.9,73.5
19013,Black Hawk,IA,18.25,72.67
19015,Boone,IA,19.75,73.6
19017,Bremer,IA,16.6,71.85
19019,Buchanan,IA,18.65,72.6
19021,Buena Vista,IA,18.45,73.15
19023,Butler,IA,17.85,72.75
19025,Calhoun,IA,18.45,73.15
19027,Carroll,IA,20,73.7
19029,Cass,IA,21.4,74.3
19031,Cedar,IA,20.3,73.5
19033,Cerro Gordo,IA,16.2,72
19035,Cherokee,IA,16.9,72.6
19037,Chickasaw,IA,16.6,71.85
19039,Clarke,IA,22.8,74.9
19041,Clay,IA,16.9,72.6
19043,Clayton,IA,17.4,71.55
19045,Clinton,IA,20.85,73.45
19047,Crawford,IA,20,73.7
19049,Dallas,IA,21.27,74.25
19051,Davis,IA,24.7,75.6
19053,Decatur,IA,22.8,74.9
19055,Delaware,IA,18.65,72.6
19057,Des Moines,IA,24.05,75.3
19059,Dickinson,IA,15.75,72.1
19061,Dubuque,IA,19.12,72.5
19063,Emmet,IA,16.9,72.6
19065,Fayette,IA,17,71.7
19067,Floyd,IA,16.2,72
19069,Franklin,IA,17.85,72.75
19071,Fremont,IA,24.13,75.77
19073,Greene,IA,19.75,73.6
19075,Grundy,IA,18.25,72.6
19077,Guthrie,IA,20,73.7
19079,Hamilton,IA,19.5,73.5
19081,Hancock,IA,16.2,72
19083,Hardin,IA,19.5,73.5
19085,Harrison,IA,21.87,74.5
19087,Henry,IA,23.1,75.1
19089,Howard,IA,16.03,71.57
19091,Humboldt,IA,16.55,72.3
19093,Ida,IA,18.45,73.15
19095,Iowa,IA,20.97,74.03
19097,Jackson,IA,19.57,72.87
19099,Jasper,IA,21.15,74.2
19101,Jefferson,IA,23.1,75.1
19103,Johnson,IA,21.7,74.3
19105,Jones,IA,18.65,72.6
19107,Keokuk,IA,21.8,74.5
19109,Kossuth,IA,15.9,72.13
19111,Lee,IA,25.43,75.8
19113,Linn,IA,20.3,73.5
19115,Louisa,IA,21.6,74
19117,Lucas,IA,22.8,74.9
19119,Lyon,IA,17.8,73.2
19121,Madison,IA,21.87,74.5
19123,Mahaska,IA,21.8,74.5
19125,Marion,IA,21.15,74.2
19127,Marshall,IA,19.5,73.5
19129,Mills,IA,23.4,75.3
19131,Mitchell,IA,15.55,71.5
19133,Monona,IA,20.8,73.9
19135,Monroe,IA,22.8,74.9
19137,Montgomery,IA,22.8,74.9
19139,Muscatine,IA,21.6,74
19141,O'Brien,IA,16.9,72.6
19143,Osceola,IA,15.75,72.1
19145,Page,IA,22.8,74.9
19147,Palo Alto,IA,16.9,72.6
19149,Plymouth,IA,17.8,73.2
19151,Pocahontas,IA,18.45,73.15
19153,Polk,IA,21.15,74.2
19155,Pottawattamie,IA,22.27,74.77
19157,Poweshiek,IA,21.8,74.5
19159,Ringgold,IA,24.13,75.53
19161,Sac,IA,18.45,73.15
19163,Scott,IA,20.85,73.45
19165,Shelby,IA,20,73.7
19167,Sioux,IA,17.8,73.2
19169,Story,IA,19.5,73.5
19171,Tama,IA,19.5,73.5
19173,Taylor,IA,22.8,74.9
19175,Union,IA,22.8,74.9
19177,Van Buren,IA,25.65,75.95
19179,Wapello,IA,22.95,75
