101,39.8,78.7
102,40.7,78.6
103,42.8,80
104,42.2,79.3
105,43.4,79.1
106,45.5,81
107,47.5,80.9
108,50.2,81.5
201,44.4,83.8
202,32.9,73.3
203,43.1,79.1
204,42.9,78.9
205,54.3,91.8
206,52.5,89.5
207,46.9,80.9
301,35.7,77.4
302,36.3,78.4
303,37.3,80.4
304,38.7,79.6
305,40.4,80.9
306,40,81.4
307,42.1,80.7
308,42.8,81.3
309,42.6,81.7
401,40.7,67.6
402,40.1,72.2
403,29.8,65.1
404,48.3,69.7
405,42.8,74.7
406,50.9,72.4
407,47.9,85.6
501,29.9,72
502,22.8,65
503,29.3,74.6
504,26.4,68.2
505,19.7,60.3
601,23.4,69.7
602,26.2,71.6
603,28.9,72.9
701,32.3,76.3
702,34.6,76.7
801,50.8,81.4
802,53.5,81.5
803,58,81.9
804,60.8,82
805,64.4,82.7
806,65.9,82.5
807,68.3,83.7
901,40.2,78.3
902,40.2,76.9
903,41.6,78.4
904,43.9,79.4
905,45.4,80.9
906,46.5,81.2
907,48.7,81.2
908,49.1,81.3
909,50.2,82
1001,26.7,63.4
1002,29.5,65.3
1003,31.3,68.6
1004,23.6,61.9
1005,29.5,73.8
1006,28.1,69.3
1007,25.6,71
1008,19.6,62.2
1009,20.3,68
1010,21.8,65.7
1101,21.4,73.4
1102,22.6,73.4
1103,25,75.5
1104,24.9,74.8
1105,24.8,74.2
1106,28.1,76.4
1107,28.5,76.2
1108,31.9,77.8
1109,32,77.5
1201,24.3,73.2
1202,24.5,72.8
1203,24.5,72.8
1204,26.7,74.2
1205,26.9,73.9
1206,26.3,73.2
1207,30.7,76.6
1208,30.5,75.3
1209,30.1,75
1301,16.9,72.6
1302,16.2,72
1303,17,71.7
1304,20,73.7
1305,19.5,73.5
1306,20.3,73.5
1307,22.8,74.9
1308,22.8,74.9
1309,23.1,75.1
1401,29.3,76.8
1402,28.3,78.6
1403,27.6,77.7
1404,30.5,77.9
1405,30.4,79.5
1406,29.9,78.4
1407,32.4,78.9
1408,32.5,80.3
1409,32.6,79.5
1501,34.6,78.3
1502,34.2,76.6
1503,32.2,75.5
1504,33.8,74.8
1601,46,82.2
1602,45.5,81.7
1603,45.8,82.1
1604,47.8,81.9
1605,48.7,82.2
1606,50,81.7
1607,51.2,82.3
1608,52,82.2
1609,53.2,82.4
1701,10.7,64.4
1702,16.8,67.5
1703,20.6,67.3
1801,36.1,77.5
1802,35,77.6
1803,35.2,77.6
1804,34.3,77.6
1805,33.8,77.3
1806,31.7,75.8
1807,30.3,73.9
1808,26.2,68.1
1901,21.3,68.1
1902,24,70.8
1903,28.6,71.4
2001,13.6,65.4
2002,16.4,65.4
2003,20,67.6
2004,18.6,67.5
2005,22.2,69.1
2006,20.9,69.5
2007,22,70.1
2008,24.1,71.5
2009,23,71.1
2010,23.3,71.5
2101,6.1,68.3
2102,6.5,66.9
2103,7,64.9
2104,10.9,70.7
2105,11.9,70.9
2106,11,69.1
2107,14.6,71.6
2108,14.6,71.8
2109,14.9,71
2201,41.7,81.5
2202,41.1,80.4
2203,40.4,79.7
2204,44.1,81.8
2205,44.1,80.5
2206,43.1,80.5
2207,47.2,81.2
2208,47.5,80.8
2209,46.7,80.8
2210,49.7,81.2
2301,26.8,76.8
2302,28.2,76.8
2303,31,78.1
2304,33.3,77.5
2305,32.4,77
2306,35.4,79.8
2401,23.5,61.7
2402,21,61
2403,19.7,66.5
2404,23.8,65.5
2405,23.8,67.1
2406,14.6,69.6
2407,20.3,71.3
2501,26.5,72.6
2502,24.2,73.4
2503,21.6,74.1
2505,24.8,74.2
2506,24,75.7
2507,27.3,75.3
2508,26.4,76.1
2509,25.6,76.7
2601,31.2,72.3
2602,26.9,68.6
2603,33.2,74.3
2604,45.8,86.9
2701,14.1,64.3
2702,19.9,68.3
2801,27.9,72.8
2802,32.3,75.7
2803,33.4,75.3
2901,29.2,71.6
2902,28.4,66.8
2903,36.1,75.7
2904,32.1,68
2905,37.5,76.1
2906,33.8,69.6
2907,40.2,77.7
2908,41.7,78.2
3001,22.3,67.4
3002,21.4,67.8
3003,15.2,64.8
3004,31.2,73.9
3005,23.6,71.2
3006,19.7,68.5
3007,16.5,67.3
3008,15.6,68.1
3009,22.5,69.6
3010,22.9,69.3
3101,35.5,71.7
3102,34.9,72.8
3103,38.3,77.7
3104,39.3,78
3105,40.7,79
3106,43.3,79.9
3107,42.7,79.6
3108,40.6,78.8
3201,10,68
3202,7.5,67.8
3203,5.7,67.7
3204,13.1,69.5
3205,9.3,68.9
3206,8.3,69.6
3207,16.5,69.8
3208,13.3,70.2
3209,10.9,70.3
3301,25.4,73.3
3302,26,72.8
3303,25.9,71.2
3304,26.4,73.2
3305,27.6,73.3
3306,26.3,71.6
3307,27.1,71.7
3308,29.2,74.3
3309,31,74.2
3310,29.2,72.8
3401,34.9,79.3
3402,35.1,81.8
3403,35.8,80.8
3404,37,81.8
3405,37.8,81.9
3406,38.6,81.2
3407,39.4,83.2
3408,40.8,82.5
3409,40.4,80.4
3501,42.4,62.6
3502,40.2,65.4
3503,38.7,66.5
3504,34.2,61.2
3505,29.3,62.1
3506,33.7,68.6
3507,30,65.6
3508,27.8,64.2
3509,28.8,70.8
3601,23.5,68.9
3602,26.3,71.4
3603,29.6,74.5
3604,29.4,74.1
3605,26.3,71.6
3606,22.7,68.2
3607,24.6,69.1
3608,27.4,71.1
3609,27.3,70.8
3610,23.9,68.4
3701,28,71.5
3801,39.9,76.4
3802,41.5,79.3
3803,42,79.9
3804,44.6,80.7
3805,43.6,80.8
3806,44.9,81
3807,47.3,81.5
3901,19.6,71.8
3902,15.1,71.9
3903,12.1,71.1
3904,24.8,68.4
3905,24.2,73.8
3906,19.3,74
3907,14.7,72.1
3908,23.2,74.3
3909,18.7,73.8
4001,36.6,75.7
4002,36,75.2
4003,37.4,78
4004,37.9,79.6
4101,38.9,79.2
4102,42.5,82.7
4103,45.1,83.3
4104,47.5,82.6
4105,45.7,80.4
4106,47.3,82.1
4107,52.4,83.7
4108,53.2,83.1
4109,55.4,85.4
4110,59.9,85.4
4201,28.1,75.3
4202,40.2,81.8
4203,26.6,73.3
4204,27.8,69.3
4205,21.9,63.6
4206,21.3,71.6
4207,29.9,77.3
4301,14.5,65.3
4302,17.4,67.1
4303,18.4,66.7
4401,38.1,78.5
4402,36.4,77.3
4403,35.8,75.6
4404,32.7,75
4405,32.2,72.5
4406,32.8,71.5
4501,39.4,59.8
4502,40.6,61.7
4503,40.3,63.7
4504,37.4,61.9
4505,30.7,58.6
4506,27,61
4507,27.1,69
4508,31.8,71.7
4509,25.5,64.9
4510,31.7,68.2
4601,30.1,73.1
4602,30.7,72.7
4603,33.1,74.6
4604,28.5,68.8
4605,31.9,71.6
4606,30.5,72.7
4701,11.6,68
4702,12.3,66.8
4703,14,67.2
4704,14.7,70.6
4705,16.1,69.9
4706,17.8,69.4
4707,17.8,71.4
4708,18.8,71.5
4709,20.2,71.2
4801,17.7,58.4
4802,16.5,58.1
4803,18.1,63.8
4804,21.4,66.3
4805,23.4,69.1
4806,22.9,69.7
4807,23.7,71.1
4808,25.8,69
4809,20.4,65.4
4810,20.9,65.4
